HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gifPrefix,Answer.answer1,Answer.answer2,Answer.answer3,Approve,Reject,,average1,average2,average3,,average(average),,stddev1,stddev2,stddev3,,average(standard)
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3NPI0JQDAP6VH1MR64P9KH4RRW4PT7,A2653BIPJKEMRK,Approved,Tue Apr 04 10:28:57 PDT 2017,Tue Apr 04 10:29:14 PDT 2017,Tue Apr 04 10:30:14 PDT 2017,2017-04-04 17:31:06 UTC,,,17,100% (3/3),100% (3/3),100% (3/3),demonstration_,5,6,7,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3OUYGIZWR8ZU1SP0821Z062MULF0PE,A2NJ7N8INZOB00,Approved,Tue Apr 04 11:39:33 PDT 2017,Tue Apr 04 11:39:54 PDT 2017,Tue Apr 04 11:40:54 PDT 2017,2017-04-04 18:41:07 UTC,,,21,100% (3/3),100% (3/3),100% (3/3),demonstration_,7,4,6,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3PH3VY7DJMYHNMSROISMYZD45PTZWS,A2PXJTMWGUE5DC,Approved,Tue Apr 04 10:30:33 PDT 2017,Tue Apr 04 10:31:07 PDT 2017,Tue Apr 04 10:32:07 PDT 2017,2017-04-04 17:33:06 UTC,,,34,100% (3/3),100% (3/3),100% (3/3),demonstration_,3,4,4,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3Q5C1WP23N2QF7SZK6WLG5GF8DD15P,A2TRT2GUCLEHR2,Approved,Tue Apr 04 10:33:05 PDT 2017,Tue Apr 04 10:33:29 PDT 2017,Tue Apr 04 10:34:29 PDT 2017,2017-04-04 17:35:06 UTC,,,24,100% (3/3),100% (3/3),100% (3/3),demonstration_,5,5,2,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3Q8GYXHFEQ3A2A2X03L5X1Z6CA3C5P,A3MZ9RQJX9T656,Approved,Tue Apr 04 10:27:01 PDT 2017,Tue Apr 04 10:27:31 PDT 2017,Tue Apr 04 10:28:31 PDT 2017,2017-04-04 17:29:06 UTC,,,30,100% (2/2),100% (2/2),100% (2/2),demonstration_,4,8,6,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3QEMNNSB2Y0ZU6MUOSVDFRVKOGF7D4,A3862RIFFUV141,Approved,Tue Apr 04 11:21:56 PDT 2017,Tue Apr 04 11:22:42 PDT 2017,Tue Apr 04 11:23:42 PDT 2017,2017-04-04 18:24:06 UTC,,,46,100% (3/3),100% (3/3),100% (3/3),demonstration_,7,8,6,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3QXNC7EIPJW9959TRD52EG27PHW09I,A3EJ44J2ZNRMDA,Approved,Tue Apr 04 11:34:03 PDT 2017,Tue Apr 04 11:34:37 PDT 2017,Tue Apr 04 11:35:37 PDT 2017,2017-04-04 18:36:06 UTC,,,34,100% (3/3),100% (3/3),100% (3/3),demonstration_,6,7,4,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3QY5DC2MXSLYQ1CMS6JEDJCP84OUF0,AOAZMLP27GD81,Approved,Tue Apr 04 10:29:20 PDT 2017,Tue Apr 04 10:30:08 PDT 2017,Tue Apr 04 10:31:08 PDT 2017,2017-04-04 17:32:06 UTC,,,48,100% (3/3),100% (3/3),100% (3/3),demonstration_,6,5,4,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3SEPORI8WO0KG9PONDWUGAGDD6RAZT,ANMXMEB55AGM6,Approved,Tue Apr 04 10:32:50 PDT 2017,Tue Apr 04 10:33:14 PDT 2017,Tue Apr 04 10:34:14 PDT 2017,2017-04-04 17:35:06 UTC,,,24,100% (15/15),100% (3/3),100% (3/3),demonstration_,6,6,3,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3UWN2HHPUZ6UZGXZ1P7R6N3APYPNSK,A3RR85PK3AV9TU,Approved,Tue Apr 04 10:30:08 PDT 2017,Tue Apr 04 10:30:54 PDT 2017,Tue Apr 04 10:31:54 PDT 2017,2017-04-04 17:32:07 UTC,,,46,100% (3/3),100% (3/3),100% (3/3),demonstration_,6,4,4,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3VHP9MDGROL247VM6FYEJDQJ14HFCB,A2OAZPREKF6PQR,Approved,Tue Apr 04 10:29:23 PDT 2017,Tue Apr 04 10:29:38 PDT 2017,Tue Apr 04 10:30:38 PDT 2017,2017-04-04 17:31:06 UTC,,,15,100% (3/3),100% (3/3),100% (3/3),demonstration_,3,3,5,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3VW6495TLK1L71DM7X8R5PPIA3VYY5,A3QC57KUVJP5EW,Approved,Tue Apr 04 11:30:23 PDT 2017,Tue Apr 04 11:30:40 PDT 2017,Tue Apr 04 11:31:40 PDT 2017,2017-04-04 18:32:06 UTC,,,17,100% (3/3),100% (3/3),100% (3/3),demonstration_,5,5,6,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3WEV0KO0ONTLD46MCVTOAIRGBUNSD7,A27MJOV91GA8R3,Approved,Tue Apr 04 10:30:23 PDT 2017,Tue Apr 04 10:30:37 PDT 2017,Tue Apr 04 10:31:37 PDT 2017,2017-04-04 17:32:06 UTC,,,14,100% (3/3),100% (3/3),100% (3/3),demonstration_,7,6,6,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3YMTUJH0DTH9S8088KXLHJTW008T4K,AM7FYVGVOEP66,Approved,Tue Apr 04 10:31:20 PDT 2017,Tue Apr 04 10:31:39 PDT 2017,Tue Apr 04 10:32:39 PDT 2017,2017-04-04 17:33:06 UTC,,,19,100% (3/3),100% (3/3),100% (3/3),demonstration_,3,5,1,,,,,,,,,,,,,,
3Y7LTZE0YUN28Y6S3G8KSRXP5QJZUD,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3ZDAD0O1T2E0QAOISVZQEUQUTVDXT3,A3RYI5HXC2MJLN,Approved,Tue Apr 04 10:31:13 PDT 2017,Tue Apr 04 10:34:46 PDT 2017,Tue Apr 04 10:35:46 PDT 2017,2017-04-04 17:36:06 UTC,,,213,100% (3/3),100% (3/3),100% (3/3),demonstration_,4,7,5,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,378XPAWRUDEYLJ0EN988GFDNHTOIA3,A27MJOV91GA8R3,Approved,Tue Apr 04 10:30:01 PDT 2017,Tue Apr 04 10:30:22 PDT 2017,Tue Apr 04 10:31:22 PDT 2017,2017-04-04 17:32:06 UTC,,,21,100% (3/3),100% (3/3),100% (3/3),unguided,2,5,6,,,,2.6,2.76,3.52,,2.96,,1.5,1.5351438586,1.939071943,,1.6580719339
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,37Z929RLGA9SUT2JYLT3FM92EGFTSV,A1NM7ZPZ3NH412,Approved,Tue Apr 04 11:14:11 PDT 2017,Tue Apr 04 11:14:29 PDT 2017,Tue Apr 04 11:15:29 PDT 2017,2017-04-04 18:16:06 UTC,,,18,100% (3/3),100% (3/3),100% (3/3),unguided,1,1,4,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,38F5OAUN5ODG6MRWAOE36CAIG8A7HF,A3EJ44J2ZNRMDA,Approved,Tue Apr 04 11:34:40 PDT 2017,Tue Apr 04 11:35:02 PDT 2017,Tue Apr 04 11:36:02 PDT 2017,2017-04-04 18:36:06 UTC,,,22,100% (3/3),100% (3/3),100% (3/3),unguided,1,3,2,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3AQF3RZ559JDOQMLWOLBXDY95I86FC,A31Z5TPD8QKE26,Approved,Tue Apr 04 10:42:17 PDT 2017,Tue Apr 04 10:43:00 PDT 2017,Tue Apr 04 10:44:00 PDT 2017,2017-04-04 17:44:06 UTC,,,43,100% (3/3),100% (3/3),100% (3/3),unguided,5,2,2,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3ATTHHXXWBPAHW87YJ0M0NOLIEXIX7,A3RYI5HXC2MJLN,Approved,Tue Apr 04 10:31:21 PDT 2017,Tue Apr 04 10:38:33 PDT 2017,Tue Apr 04 10:39:33 PDT 2017,2017-04-04 17:40:06 UTC,,,432,100% (3/3),100% (3/3),100% (3/3),unguided,1,3,2,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3B2X28YI3XGNB9A5RMZFEN7OQKFB6Y,A1EYJNJFSRMDWW,Approved,Tue Apr 04 10:33:28 PDT 2017,Tue Apr 04 10:44:27 PDT 2017,Tue Apr 04 10:45:27 PDT 2017,2017-04-04 17:46:06 UTC,,,659,100% (3/3),100% (3/3),100% (3/3),unguided,2,1,2,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3C2NJ6JBKBI1UHG17ASLF5Q6R4QN2H,A2MKXI4KCRRI7Y,Approved,Tue Apr 04 10:28:45 PDT 2017,Tue Apr 04 10:34:27 PDT 2017,Tue Apr 04 10:35:27 PDT 2017,2017-04-04 17:36:06 UTC,,,342,100% (3/3),100% (3/3),100% (3/3),unguided,5,3,2,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3CCZ6YKWR8K84CVUOJBEVBYY6P1592,AM7FYVGVOEP66,Approved,Tue Apr 04 10:31:40 PDT 2017,Tue Apr 04 10:35:11 PDT 2017,Tue Apr 04 10:36:11 PDT 2017,2017-04-04 17:37:06 UTC,,,211,100% (3/3),100% (3/3),100% (3/3),unguided,2,1,1,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3CFJTT4SXURG2H2GG6WO6OBXGLI7I1,A3MZ9RQJX9T656,Approved,Tue Apr 04 10:27:33 PDT 2017,Tue Apr 04 10:27:52 PDT 2017,Tue Apr 04 10:28:52 PDT 2017,2017-04-04 17:29:06 UTC,,,19,100% (2/2),100% (2/2),100% (2/2),unguided,3,4,1,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3G5F9DBFOQYIHCSSSMHJCQQL2QAHVA,A3RR85PK3AV9TU,Approved,Tue Apr 04 10:29:19 PDT 2017,Tue Apr 04 10:30:07 PDT 2017,Tue Apr 04 10:31:07 PDT 2017,2017-04-04 17:32:06 UTC,,,48,100% (3/3),100% (3/3),100% (3/3),unguided,3,2,4,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3H0W84IWBL3E4VK9T143QQ45P46ERZ,A3G79KHMDV51Q8,Approved,Tue Apr 04 10:34:46 PDT 2017,Tue Apr 04 10:35:55 PDT 2017,Tue Apr 04 10:36:55 PDT 2017,2017-04-04 17:37:06 UTC,,,69,100% (1/1),100% (1/1),100% (1/1),unguided,4,4,3,,,,,,,,,,,,,,
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3HRMW88U17ROGPSNGM97J28RPG30MH,A3QC57KUVJP5EW,Approved,Tue Apr 04 11:29:37 PDT 2017,Tue Apr 04 11:30:05 PDT 2017,Tue Apr 04 11:31:05 PDT 2017,2017-04-04 18:31:07 UTC,,,28,100% (3/3),100% (3/3),100% (3/3),unguided,1,4,5,,,,,,,,,,,,,,
