HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gifPrefix,Answer.answer1,Answer.answer2,Answer.answer3,Approve,Reject,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3NLZY2D53QQSY0F1X827YVKJPFHLQP,A1X3S77785SQH0,Approved,Mon Dec 05 07:27:36 PST 2016,Mon Dec 05 07:27:53 PST 2016,Mon Dec 05 07:28:53 PST 2016,2016-12-05 15:29:39 UTC,,,17,100% (12/12),100% (12/12),100% (12/12),demonstration_,3,3,3,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3NS0A6KXC59LQ02R9DO4CWRFY1KZGV,A3HJNOCKXFOOVP,Approved,Mon Dec 05 07:42:45 PST 2016,Mon Dec 05 07:43:03 PST 2016,Mon Dec 05 07:44:03 PST 2016,2016-12-05 15:44:39 UTC,,,18,100% (12/12),100% (12/12),100% (12/12),demonstration_,4,6,6,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3O7L7BFSHFQ1BWHQ3EAUCY3DP80IEX,A273DS7TQWR9M1,Approved,Mon Dec 05 07:30:53 PST 2016,Mon Dec 05 07:31:13 PST 2016,Mon Dec 05 07:32:13 PST 2016,2016-12-05 15:32:39 UTC,,,20,100% (12/12),100% (12/12),100% (12/12),demonstration_,1,8,7,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3OLF68YTNA2EBSYOM12NDI0UO1CFAA,A2UIRHKDQBWJEZ,Approved,Mon Dec 05 07:36:53 PST 2016,Mon Dec 05 07:37:27 PST 2016,Mon Dec 05 07:38:27 PST 2016,2016-12-05 15:38:39 UTC,,,34,100% (12/12),100% (12/12),100% (12/12),demonstration_,8,7,7,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3QL2OFSM97JESZ8343HRRIZRQVHCNE,A1F4BT8OW43O5,Approved,Mon Dec 05 07:30:33 PST 2016,Mon Dec 05 07:31:09 PST 2016,Mon Dec 05 07:32:09 PST 2016,2016-12-05 15:32:39 UTC,,,36,100% (3/3),100% (3/3),100% (3/3),demonstration_,5,2,7,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3QUO65DNQVPSWEPFR9240DL2N5TUOL,A1Y2CPK3UHNSO0,Approved,Mon Dec 05 07:32:48 PST 2016,Mon Dec 05 07:33:11 PST 2016,Mon Dec 05 07:34:11 PST 2016,2016-12-05 15:34:39 UTC,,,23,100% (12/12),100% (12/12),100% (12/12),demonstration_,1,1,8,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3RXPCZQMQQCOV4HJ12FCK273LM3G1J,A2B8HPIZDKYKDR,Approved,Mon Dec 05 07:26:29 PST 2016,Mon Dec 05 07:34:25 PST 2016,Mon Dec 05 07:35:25 PST 2016,2016-12-05 15:35:39 UTC,,,476,100% (12/12),100% (12/12),100% (12/12),demonstration_,6,4,3,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3TPZPLC3M1DQIKOXRPJI240SKX8P3S,A32Q6TNSAG4U3I,Approved,Mon Dec 05 07:42:42 PST 2016,Mon Dec 05 07:43:00 PST 2016,Mon Dec 05 07:44:00 PST 2016,2016-12-05 15:44:39 UTC,,,18,100% (12/12),100% (12/12),100% (12/12),demonstration_,6,5,7,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3U5JL4WY5LAG9P9SDUYI6ME10WAX46,A10GZ0SWBZIRBK,Approved,Mon Dec 05 07:32:35 PST 2016,Mon Dec 05 07:32:53 PST 2016,Mon Dec 05 07:33:53 PST 2016,2016-12-05 15:34:39 UTC,,,18,100% (12/12),100% (12/12),100% (12/12),demonstration_,7,5,7,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3UNH76FOCT6LDKO8OUKGBU2AOTRYMA,A3DY78Q4FCWTXX,Approved,Mon Dec 05 07:39:08 PST 2016,Mon Dec 05 07:39:30 PST 2016,Mon Dec 05 07:40:30 PST 2016,2016-12-05 15:40:39 UTC,,,22,100% (12/12),100% (12/12),100% (12/12),demonstration_,4,5,7,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3V26SBZTBEFLHHXWZ5CTX37L9RDZZJ,AX38A9YR40H0I,Approved,Mon Dec 05 07:40:27 PST 2016,Mon Dec 05 07:41:03 PST 2016,Mon Dec 05 07:42:03 PST 2016,2016-12-05 15:42:39 UTC,,,36,100% (8/8),100% (8/8),100% (8/8),demonstration_,6,4,6,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3V5Q80FXIYSUQDNRPR866RSZ9NG23I,A33KTU8KJ5CP2T,Approved,Mon Dec 05 07:40:12 PST 2016,Mon Dec 05 07:42:40 PST 2016,Mon Dec 05 07:43:40 PST 2016,2016-12-05 15:44:39 UTC,,,148,100% (12/12),100% (12/12),100% (12/12),demonstration_,6,7,6,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3VSOLARPKCA5QX8QA0NLGE0DFTO93F,ARVXIBUCA8WDZ,Approved,Mon Dec 05 07:32:33 PST 2016,Mon Dec 05 07:32:47 PST 2016,Mon Dec 05 07:33:47 PST 2016,2016-12-05 15:34:39 UTC,,,14,100% (12/12),100% (12/12),100% (12/12),demonstration_,7,5,4,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3WQQ9FUS6BVAFNTTK1WDY13EJFH8BE,A2A0M30DSA7ZN,Approved,Mon Dec 05 07:27:08 PST 2016,Mon Dec 05 07:33:08 PST 2016,Mon Dec 05 07:34:08 PST 2016,2016-12-05 15:34:39 UTC,,,360,100% (12/12),100% (12/12),100% (12/12),demonstration_,4,5,8,,,,,,,,
3LG268AV397CHBNF3ZZ2269NP5QERL,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3YZ8UPK3VUNRNPSC14TD5DRLYRBUCP,ANMXMEB55AGM6,Approved,Mon Dec 05 07:36:05 PST 2016,Mon Dec 05 07:39:15 PST 2016,Mon Dec 05 07:40:15 PST 2016,2016-12-05 15:40:39 UTC,,,190,100% (12/12),100% (12/12),100% (12/12),demonstration_,8,4,8,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,30OG32W0SVCTPXSH0UNMH6ZUB7TNEH,A3EBUBRYCKB6AF,Approved,Mon Dec 05 07:27:16 PST 2016,Mon Dec 05 07:34:58 PST 2016,Mon Dec 05 07:35:58 PST 2016,2016-12-05 15:36:39 UTC,,,462,100% (12/12),100% (12/12),100% (12/12),error_weighted,2,8,5,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,31UV0MXWNRD1FDOXSDHR84X0CF2I5X,A27IABVBUZ9X8Z,Approved,Mon Dec 05 07:33:50 PST 2016,Mon Dec 05 07:34:19 PST 2016,Mon Dec 05 07:35:19 PST 2016,2016-12-05 15:35:39 UTC,,,29,100% (12/12),100% (12/12),100% (12/12),error_weighted,7,8,7,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,34Q075JO1YERK06YN0Q9ZAKNE5I014,A32Q6TNSAG4U3I,Approved,Mon Dec 05 07:40:39 PST 2016,Mon Dec 05 07:41:29 PST 2016,Mon Dec 05 07:42:29 PST 2016,2016-12-05 15:42:39 UTC,,,50,100% (12/12),100% (12/12),100% (12/12),error_weighted,8,6,7,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,35DR22AR5ELVRTQODGTZWHMVMWH3XU,ANMXMEB55AGM6,Approved,Mon Dec 05 07:39:16 PST 2016,Mon Dec 05 07:39:40 PST 2016,Mon Dec 05 07:40:40 PST 2016,2016-12-05 15:41:39 UTC,,,24,100% (12/12),100% (12/12),100% (12/12),error_weighted,6,7,4,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,373ERPL3YP9GTE26JWTYPC45FENTRJ,A3HCU2JAKABBLJ,Approved,Mon Dec 05 08:26:34 PST 2016,Mon Dec 05 08:27:24 PST 2016,Mon Dec 05 08:28:24 PST 2016,2016-12-05 16:28:39 UTC,,,50,100% (1/1),100% (1/1),100% (1/1),error_weighted,4,8,2,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,38F5OAUN5ODG6MRWAOE36CAH38G7H6,A2B8HPIZDKYKDR,Approved,Mon Dec 05 07:26:18 PST 2016,Mon Dec 05 07:31:37 PST 2016,Mon Dec 05 07:32:37 PST 2016,2016-12-05 15:32:40 UTC,,,319,100% (12/12),100% (12/12),100% (12/12),error_weighted,4,6,2,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3AZHRG4CU5LNU3KDA44SN3ZKCPW30Z,AX38A9YR40H0I,Approved,Mon Dec 05 07:41:14 PST 2016,Mon Dec 05 07:41:45 PST 2016,Mon Dec 05 07:42:45 PST 2016,2016-12-05 15:43:39 UTC,,,31,100% (8/8),100% (8/8),100% (8/8),error_weighted,5,6,5,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3BF51CHDTWB2OBRCPPTURX0UVUAH0G,AURYD2FH3FUOQ,Approved,Mon Dec 05 07:25:53 PST 2016,Mon Dec 05 07:32:50 PST 2016,Mon Dec 05 07:33:50 PST 2016,2016-12-05 15:34:39 UTC,,,417,100% (12/12),100% (12/12),100% (12/12),error_weighted,8,9,7,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3E47SOBEYRXMEYXC7N4ZMA3A4WOCIZ,A1ANF3U25Z0TUI,Approved,Mon Dec 05 07:33:57 PST 2016,Mon Dec 05 07:34:26 PST 2016,Mon Dec 05 07:35:26 PST 2016,2016-12-05 15:35:40 UTC,,,29,100% (12/12),100% (12/12),100% (12/12),error_weighted,7,6,6,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3E7TUJ2EGDN38PAN3PTXTNMP66F9DF,A2S5DSZYFBFQJP,Approved,Mon Dec 05 07:39:29 PST 2016,Mon Dec 05 07:40:13 PST 2016,Mon Dec 05 07:41:13 PST 2016,2016-12-05 15:41:39 UTC,,,44,100% (12/12),100% (12/12),100% (12/12),error_weighted,6,9,7,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3ERMJ6L4DZT2Y0S71LUGYHIDKUI7MI,A3DY78Q4FCWTXX,Approved,Mon Dec 05 07:36:58 PST 2016,Mon Dec 05 07:37:37 PST 2016,Mon Dec 05 07:38:37 PST 2016,2016-12-05 15:38:39 UTC,,,39,100% (12/12),100% (12/12),100% (12/12),error_weighted,6,8,5,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3FTYUGLFSVMK728B0ZGGH7HNKAU5DI,A10GZ0SWBZIRBK,Approved,Mon Dec 05 07:33:55 PST 2016,Mon Dec 05 07:34:05 PST 2016,Mon Dec 05 07:35:05 PST 2016,2016-12-05 15:35:39 UTC,,,10,100% (12/12),100% (12/12),100% (12/12),error_weighted,7,8,8,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3H8DHMCCWACNPLTE7MKMJW05H0ODKA,A1Y2CPK3UHNSO0,Approved,Mon Dec 05 07:31:57 PST 2016,Mon Dec 05 07:32:26 PST 2016,Mon Dec 05 07:33:26 PST 2016,2016-12-05 15:33:39 UTC,,,29,100% (12/12),100% (12/12),100% (12/12),error_weighted,1,6,4,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3I02618YA17AHE1G69FJPDQSXAOUP1,A2A0M30DSA7ZN,Approved,Mon Dec 05 07:26:47 PST 2016,Mon Dec 05 07:28:51 PST 2016,Mon Dec 05 07:29:51 PST 2016,2016-12-05 15:30:39 UTC,,,124,100% (12/12),100% (12/12),100% (12/12),error_weighted,6,8,7,,,,,,,,
